"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hTSC_wt_1","hTSC_wt_2"
"PER3",46.5140042086357,1.45208054491407,0.444973668323747,3.26329544483874,0.0011012465062376,0.0317628676571345,0.864225293891183,0.904597799234167
"NPPB",946.358185223257,1.51816141893196,0.195629405683424,7.76039478128717,8.46654208249793e-15,6.55263320840437e-12,14.2824601200964,20.1649926079283
"PADI4",62.3414314141522,1.66677770428759,0.382240789988234,4.36054379319093,1.29739611799709e-05,0.000941355485407163,1.13713854459366,0.942289374202258
"PLA2G2A",81.1729231114967,2.67890501571153,0.328636526974334,8.1515741429459,3.59217333630361e-16,3.84942821138812e-13,0.77325421032369,0.640756774457535
"Z98257.1",28.0268522953542,1.67105766192641,0.461232708963776,3.62302505752612,0.000291177602446297,0.0117576671874764,0.227427708918732,0.678448349425626
"CAMK2N1",66.2714378697013,0.992138039718014,0.289915789212043,3.42215938778128,0.000621258831818728,0.0207051597752792,1.9558782967011,1.39458827381934
"CDA",40.7671323201122,-1.10372117824684,0.323549214709323,-3.41129302149111,0.000646555680231094,0.0214456361459509,2.27427708918732,3.65608277190476
"TCEA3",201.966855453629,-0.731080424402133,0.173614374846128,-4.2109440825397,2.54305692794862e-05,0.00163259567111761,12.0991541144766,13.0789765139273
"ID3",3373.15085030495,0.732401471188493,0.16587968241569,4.41525725467159,1.00889937064646e-05,0.000776518073617447,96.2019208726237,101.164187214354
"SMPDL3B",951.40133860868,0.552118343235944,0.117382369923457,4.703588312248,2.55628448685627e-06,0.000256263061010063,33.3409021274861,28.4571391009082
"LAPTM5",255.15974205481,1.25865399483185,0.195390813054501,6.44172556096976,1.18122731774493e-10,4.11391944087614e-08,4.86695297086087,6.03065199489445
"SDC3",383.622871953744,0.755022597858803,0.172773023795623,4.37002595238441,1.24231770854562e-05,0.000910880420934162,11.6442986966391,10.5536409910653
"ZMYM6",171.41153545399,0.545486315854619,0.17166170403731,3.17768205153119,0.00148457454652785,0.0397723230916912,5.41277947226583,5.72911939514973
"CFAP57",96.8855418969032,1.08310048733365,0.348765817828982,3.10552362635707,0.00189942445940243,0.0473361040141953,2.00136383848484,2.60071867279823
"RAB3B",548.209329555659,-0.852783956401734,0.190461086271101,-4.47747082145634,7.55325472114626e-06,0.000618967008942874,39.6179068936432,32.6409039223662
"PLPP3",409.02943433792,0.514653121419169,0.157638221707005,3.26477370682177,0.00109551561526547,0.0316972338064228,14.5553733707989,12.5889860393422
"AK4",376.676797128272,-0.625101932016223,0.19022494107431,-3.28611973007279,0.00101577823628603,0.0300441753921459,24.7441347303581,20.1273010329602
"LEPR",38.888270976304,-1.46277911870692,0.367075926244504,-3.98494974506331,6.74944085262496e-05,0.00358879620297398,4.23015538588842,2.3368776480216
"PTGER3",16.8548287449336,2.15863517893714,0.654567573841878,3.29780341282014,0.000974443318313628,0.0291468924542868,0.181942167134986,0.226149449808542
"ADGRL2",607.833779649725,-1.0131408967493,0.181190794100825,-5.59156938285466,2.25026338987566e-08,4.01902811337921e-06,47.4869056222313,38.2569485926117
"CLCA2",130.706682158256,1.27997841057285,0.216427334084334,5.9141254776723,3.33643473026259e-09,7.87794444530307e-07,2.77461804880853,2.75148497267059
"EXTL2",1336.16358800659,-0.682025747819153,0.107233384477587,-6.36019977492837,2.01491517058491e-10,5.97229430668477e-08,84.3301944670659,78.8130832582768
"S1PR1",61.5107128990344,1.26179668432517,0.383675110500368,3.28871133360619,0.00100647192279007,0.0298322560774223,1.22810962816115,1.39458827381934
"KIAA1324",296.50707374128,1.15689417544887,0.197923425678135,5.845160427499,5.06080298239311e-09,1.1015944741831e-06,6.27700476615701,7.19909081890525
"HSD3B1",5513.87494946431,-1.10833576584953,0.130573925964081,-8.48818596566065,2.09887516819195e-17,3.24882555200912e-14,427.154722891163,380.797981902616
"ECM1",2272.15694025476,-0.940044083278528,0.174820320970287,-5.37720144924284,7.5652512919497e-08,1.20805832174428e-05,150.05680234458,160.26457676432
"MLLT11",174.339648903514,-0.573208735532574,0.183841567219925,-3.11794957038665,0.00182113961663763,0.0458221289285963,11.3258999041529,8.97059484240549
"CGN",248.245346823619,-0.637650257381321,0.150619436105702,-4.23351908537108,2.30062648214272e-05,0.00150469612782771,15.5105697482575,14.20972376297
"PRR9",10036.9897057842,1.74505352535592,0.310097260985321,5.6274393389064,1.82904452865971e-08,3.44329990929167e-06,158.153228782086,159.774586289735
"EFNA4",135.263694361821,-0.679248449870729,0.205427544533938,-3.30651106895995,0.000944656181508651,0.02860870709695,8.09642643750687,8.36752964291605
"EFNA1",2986.73843633068,-0.808795184083603,0.103566470007539,-7.80943083243764,5.74468136526038e-15,4.70759741761425e-12,194.177777874814,191.473200837899
"GPR161",40.7247862706076,-1.14866994699874,0.342219049808653,-3.35653420708461,0.00078925956870219,0.0250459568373353,3.41141563378098,2.67610182273441
"RABGAP1L",612.830753583513,-0.517218453454375,0.150543745041156,-3.43566883707442,0.000591093023109748,0.0201332931661171,38.1168840147795,31.321698798483
"KIAA0040",980.684957741332,0.501527318307372,0.146418473056301,3.42530083696833,0.00061411900435054,0.0207051597752792,30.7937117875963,34.6008658207069
"CTSE",49.1054193877863,1.35627492100479,0.370548807642671,3.66017888340549,0.000252039232996897,0.0105070464197855,1.00068191924242,0.979980949170348
"HIST3H2A",107.417383283566,0.938620898568938,0.241326858901325,3.8894174599634,0.000100485137200849,0.00488133526504714,2.45621925632231,3.09070914738341
"RHOU",535.01475844479,-0.530604169674245,0.161988917257323,-3.27555846818439,0.00105453283690769,0.0306936823567965,30.5662840786776,30.3417178493127
"ACTA1",478.8132230703,1.31174409251709,0.184829049631434,7.09706669559157,1.27432570738992e-12,7.10105257185958e-10,10.6436167773967,9.23443586718213
"GALNT2",2188.77367249124,0.670296922396643,0.123611298364396,5.42261857343059,5.87322295162415e-08,9.62586693400894e-06,67.3640873817285,65.4325741446048
"KCNK1",167.65826767022,-1.1486586318619,0.234792862047262,-4.89222126195081,9.97042643440945e-07,0.000115748342214798,10.3707035266942,14.5112563627148
"SCCPDH",286.950116728656,-0.943580564533093,0.185149546712781,-5.09631582299713,3.46327174946538e-07,4.73008222958845e-05,19.8316962177135,19.4488526835346
"MBOAT2",382.356435469655,-0.734862667830145,0.186543350547542,-3.93936672453442,8.16969704366689e-05,0.00421526109316013,26.4270997763567,21.4465061568434
"TP53I3",468.038471044185,0.506283976194467,0.134025217706669,3.77752772841998,0.000158392874802295,0.00704974804751046,14.9192577050688,16.2073772362788
"KRTCAP3",257.809769838735,-0.901810891411319,0.187483474079939,-4.81008203969384,1.50868360546504e-06,0.000166805327839154,17.1480492524724,17.4888907851939
"EHD3",798.591677216383,0.595055001677898,0.175877305353339,3.38335296007878,0.000716065399028316,0.0231988536601476,27.6097238627341,23.0295523055032
"CYP1B1",111.643909704384,1.20712665594468,0.256642325111957,4.70353693771317,2.55692810856355e-06,0.000256263061010063,2.41073371453856,2.52533552286205
"GALM",746.414885060153,-0.61543318343021,0.121835896735182,-5.05132887697205,4.38746896837142e-07,5.60750735764975e-05,43.0293225274241,45.3052731116446
"STON1",33.7428567930938,-1.40219129702902,0.442442679750257,-3.16920442173552,0.00152856844735298,0.0402585588652987,3.63884334269972,1.92227032337261
"ATP6V1B1",419.125839557053,-0.762935270771705,0.189151327805036,-4.03346505480567,5.49603571369485e-05,0.00309980864483737,25.0170479810605,28.0048402012911
"ACTG2",165.700129147235,1.60622504842978,0.249300152163093,6.44293649439485,1.17183737679318e-10,4.11391944087614e-08,3.50238671734848,2.26149449808542
"CAPG",2037.2711120821,-1.14905373655122,0.160111279030935,-7.17659457538409,7.14692184403805e-13,4.14849034205392e-10,143.324942160585,159.774586289735
"PROM2",593.577918426007,0.694386466756104,0.146321446085609,4.74562331997347,2.07865224217323e-06,0.000216102271535189,21.5601468054958,14.0966490380658
"ADRA2B",45.440417221491,1.77332043493284,0.39532172222624,4.48576522672838,7.26527067614792e-06,0.000602455272556051,0.864225293891183,0.565373624521355
"FAHD2B",92.8238748551142,-1.05624633232741,0.239195898893606,-4.41582124615448,1.00627215448287e-05,0.000776518073617447,7.09574451826445,6.2191098697349
"SEPT10",366.113070677456,-0.534442329408142,0.152959537415809,-3.49401115116673,0.00047582114320717,0.0168668303969951,20.8323781369559,20.9188241072901
"SOWAHC",132.160138163656,-0.695331493256873,0.201700197084443,-3.44735158075115,0.000566111357283736,0.0194992647932114,7.91448427037188,8.29214649297987
"MERTK",109.208337135661,-0.801005570623392,0.259529710993567,-3.08637330021627,0.00202614274584791,0.0495196396358022,5.95860597367079,8.06599704317133
"EPB41L5",359.960276395442,-0.504921958178888,0.149627464373264,-3.37452726539092,0.000739425907177007,0.0239000981737422,19.2858697163085,21.1449735570987
"KYNU",808.547642256378,0.815368875172771,0.187847907277527,4.34058003088713,1.421070983129e-05,0.0010049208053792,24.3347648543043,20.8057493823859
"RND3",366.25210107744,1.00305277760593,0.156270560216218,6.41869317047365,1.37449119472028e-10,4.55905638896388e-08,8.73322402247932,9.53596846692685
"CERS6",49.2386858130848,2.89089529074532,0.578591837237253,4.99643289913871,5.84004829380752e-07,7.1366414720204e-05,0.363884334269972,0.376915749680903
"NOSTRIN",279.653177543233,1.17878013057866,0.170165278291862,6.92726590530918,4.29051683335682e-12,2.13468535733907e-09,6.91380235112946,5.69142782018164
"TFPI",1618.82432992948,-0.672864566362748,0.114553817299182,-5.87378563392099,4.25954111884812e-09,9.72781431584805e-07,100.432076258512,96.3773571934069
"ANKRD44",59.4777867182874,-1.18902655687611,0.340006635832781,-3.49706867915627,0.00047040071189618,0.0167599803514723,5.68569272296831,3.35455017216004
"IDH1",4597.4249862783,-0.533507151487376,0.0974607512102865,-5.4740718172411,4.39810686382459e-08,7.4719544780415e-06,275.505926584152,248.802086364364
"ABCA12",91.3301617362793,0.799869425563024,0.249384216186071,3.20737790785534,0.00133950905213888,0.0366327541563707,2.82010359059228,2.3368776480216
"FN1",1017.53335163914,-0.593623363773869,0.189789414984754,-3.12780016641896,0.00176119880786345,0.0448542241176339,60.7686838230853,58.5350159254443
"TNS1",122.661903121476,-0.946364308839216,0.301967069003324,-3.13399839248298,0.00172441800674521,0.0440786555081972,8.86968064783056,7.95292231826706
"INHA",1054.5241371312,0.841358425687634,0.194515501143156,4.32540553705499,1.52251503070488e-05,0.00105912956507388,26.7000130270592,31.1709324986107
"IRS1",116.627157586089,0.950090442771109,0.242183484185111,3.92301913554483,8.74462029329118e-05,0.00442986564748507,3.00204575772727,3.01532599744722
"ITM2C",496.29497448079,-1.02366731715392,0.2209300003807,-4.63344641012977,3.59627885909311e-06,0.000333998405240174,31.0666250382988,39.0484716669416
"B3GNT7",546.180479355467,-0.639807065334076,0.153213720649644,-4.17591233096631,2.96794116350423e-05,0.0018624499256206,35.6606647584572,29.8140357997594
"ANO7",151.762898798184,-0.669568482059076,0.192690549254138,-3.47483820379789,0.000511161557580141,0.0178024791466224,9.46099269101926,8.97059484240549
"LMCD1",38.0069751491062,-1.87437736022217,0.406184067816028,-4.61460088846006,3.93851423834488e-06,0.000358610731074395,3.41141563378098,3.8822322217133
"GRIP2",51.5973044250642,1.22301237382522,0.339113374536045,3.60649996626785,0.000310354899152124,0.012282824147978,1.41005179529614,0.866906224266077
"PLCD1",234.92962721356,0.610965243761883,0.171845162473203,3.55532407761059,0.000377513474757833,0.0143300823347449,7.6415710196694,7.12370766896907
"SLC38A3",1779.22786946955,1.01079883270832,0.134672254024839,7.50562051572916,6.11382936014102e-14,4.05579794362498e-11,47.6233622475825,40.9330504153461
"SEMA3G",20.0374000776835,3.46857284581806,0.788629288017142,4.39822981281754,1.09137382482743e-05,0.000830815778889119,0.0909710835674929,0.113074724904271
"MITF",164.287411298911,-1.00090074873503,0.250152650178658,-4.00115988385567,6.3032747770166e-05,0.00340352406661311,12.190125198044,10.85517359081
"LINC00877",37.433658533191,1.29338159439302,0.37930208411677,3.40989846497875,0.000649870686711293,0.0214939554967144,0.818739752107436,0.753831499361806
"AMOTL2",914.042029205356,0.652917755497249,0.102618605140193,6.36256704722564,1.98409381834397e-10,5.97229430668477e-08,28.4284636148415,27.5902328766421
"TIPARP",282.989220066701,0.619007983940711,0.190242480425576,3.25378423660152,0.00113878737413372,0.0326428948746027,10.234246901343,7.50062341864997
"GNB4",149.718683587563,1.02968481358772,0.237346346705264,4.33832173059054,1.43574874245862e-05,0.00101017251167632,3.50238671734848,3.84454064674521
"P3H2",341.403480685021,0.668588062254224,0.149663727489555,4.46726854575291,7.92246528849868e-06,0.000634298068586638,11.8717264055578,8.9329032674374
"ZNF595",1100.99510148306,0.574698258324405,0.13610747518535,4.22238571057015,2.41729979869575e-05,0.00156629783700607,37.6165430551583,32.980128097079
"FGFBP2",154.628939568697,-0.842366841250395,0.198437376846163,-4.24500088964304,2.18592553776352e-05,0.00144322884675751,9.91584810885673,10.3274915412567
"PROM1",929.296680867681,0.524170937619462,0.11927749208782,4.39455029146262,1.11002304597082e-05,0.00084042016594671,32.29473466646,29.0225127254295
"SLC34A2",177.194340489307,1.4334818274871,0.300184085987046,4.77534251282381,1.79401643289169e-06,0.0001932635339255,3.8207855098347,3.01532599744722
"C4orf19",146.885834993268,0.911350340542903,0.258399432009598,3.52690535522947,0.000420447027890138,0.0154544790119723,3.86627105161845,3.8822322217133
"OCIAD2",48.7643399815929,-1.65229482066251,0.377094191159687,-4.38165015372198,1.17783828244167e-05,0.000882175543693274,3.86627105161845,4.86221317088365
"AC119751.3",127.875550228509,1.07122227655283,0.227085569893562,4.71726264709346,2.39039017914435e-06,0.00024330126367023,3.27495900842974,2.86455969757486
"PLAC8",58.9786860778373,-0.957884235503473,0.305017722398066,-3.14042157279431,0.00168704871617715,0.0434368180265209,3.18398792486225,4.89990474585174
"MANBA",448.781116942328,-0.565065987094784,0.153944428639184,-3.67058419775093,0.000241996736137098,0.0101850650487188,28.6104057819765,23.4064680551841
"TET2",1096.2611281925,0.531243310163243,0.113518540773814,4.67979333192583,2.87164236422665e-06,0.000277811456778065,40.3001900203994,31.8116892730682
"SH3D19",278.839934713091,-0.682759197845302,0.175599848624251,-3.88815368119292,0.000101009665717322,0.0048859918510695,18.0577600881473,16.0189193614384
"AC098679.1",232.144477895435,0.75198934936764,0.182119026605356,4.12910920613016,3.64171412425698e-05,0.00221829462152607,7.23220114361569,6.2191098697349
"AADAT",422.905631458034,1.01119487606748,0.151695560829588,6.66594902670513,2.62960521560676e-11,1.1817106535038e-08,10.4161890684779,10.5913325660334
"PDLIM3",567.918178688958,0.570321741933769,0.150167433969024,3.79790562347502,0.000145923859741307,0.00661192177804361,15.5560552900413,20.8057493823859
"TRIML1",213.088471606007,0.672800695770882,0.161460877300217,4.16695800878061,3.08691332839413e-05,0.00191981203472583,6.68637464221073,6.2191098697349
"PLEKHG4B",293.940045625299,0.530488998176013,0.154891475908763,3.42490763331929,0.000615008471124915,0.0207051597752792,9.18807944031678,10.1013420914482
"LPCAT1",167.24544337672,0.836828920461732,0.206156802559747,4.05918655155319,4.92439614197917e-05,0.00285840677724633,5.45826501404957,3.80684907177712
"FAM105A",47.126345250839,1.85812166347844,0.414703740492883,4.48060020213472,7.44334244654499e-06,0.000613569252206025,0.591312043188704,0.791523074329897
"ANKH",136.516627375106,0.717852931864963,0.199509302046104,3.59809254256764,0.00032055956586301,0.0125640963245969,4.5030686365909,3.58069962196858
"LINC02228",10.1363633518495,-2.61360859886989,0.671087194019082,-3.89458869452897,9.83654952832763e-05,0.00484215446922729,1.22810962816115,1.1684388240108
"PDZD2",228.456086420625,-0.637543950195126,0.171598336770905,-3.7153270957765,0.000202940998592488,0.00864578303177968,13.9185757858264,13.4182006886401
"OSMR",519.010877837207,-0.806091162312983,0.162895778745126,-4.94850860177431,7.47842859890911e-07,8.98120593201749e-05,33.8867286288911,33.0555112470152
"GHR",11.3002904702545,4.97440043875651,1.59797557402099,3.11293897080003,0.00185234317435942,0.0464954824540559,0.0454855417837465,0
"ITGA1",748.753097092276,0.731452762880931,0.134570240611813,5.43547191084328,5.46515946394007e-08,9.1729080111023e-06,23.8799094364669,20.051917883024
"FST",67.4689229954853,1.04821734022131,0.289663629603294,3.61873992139397,0.000296040967090726,0.0119027438280702,1.50102287886363,1.77150402350024
"RAB3C",20.5785668673812,2.459745490216,0.718604863684736,3.42294578637187,0.000619464308197983,0.0207051597752792,0.181942167134986,0.226149449808542
"MAST4",373.856454268891,0.585162130801047,0.132520450822398,4.41563643324207,1.00713233956242e-05,0.000776518073617447,12.3265818233953,11.4959303652675
"IQGAP2",98.9998558490926,1.36240175384176,0.330497292326684,4.12227811081451,3.75143901173412e-05,0.00226239380400295,2.13782046383608,1.84688717343643
"HAPLN1",5058.73704098144,1.14825571242711,0.286249035786689,4.01138717994768,6.0363021505113e-05,0.00328040836784995,120.673142352279,111.039379855994
"ELL2",216.377442967706,0.632938666094843,0.188889828243064,3.35083509780302,0.000805682643015701,0.0255090111360267,6.77734572577822,6.63371719438389
"EFNA5",468.34633657876,1.0598359773038,0.247495405704436,4.2822450553667,1.85017058358606e-05,0.00125120031067657,10.6436167773967,11.9482292648846
"PITX1",107.146759511976,1.14057428319113,0.363100873065025,3.14120501436215,0.0016825420788029,0.0434064698144504,1.77393612956611,3.1284007223515
"CDC25C",216.779323037807,-0.638989677331148,0.164244716065328,-3.89047326841852,0.000100048898673368,0.00488133526504714,12.6904661576653,13.2297428137997
"EGR1",231.282830118106,-2.29685252528028,0.481488952718007,-4.77031199223687,1.83940796881666e-06,0.000194162325255438,26.4270997763567,23.8964585297693
"MZB1",45.5086913735707,2.88536909096292,0.474793882398255,6.07709829029071,1.22376758054432e-09,3.09969202992052e-07,0.136456625351239,0.527682049553264
"PCDHGB5",31.8863147074141,1.48869565712642,0.424964288382566,3.50310766768771,0.000459863542512894,0.0165159868794323,0.500340959621211,0.678448349425626
"PCDH1",68.7405857974274,-1.1170349667522,0.241483230424009,-4.62572479584131,3.73290687025029e-06,0.000344391560327529,5.32180838869833,4.78683002094747
"ARHGEF37",71.2607041460268,1.33638160737096,0.30881617877823,4.32743392091078,1.50856582371745e-05,0.00105607188393004,2.09233492205234,0.866906224266077
"PPARGC1B",170.402707855329,0.587693652676476,0.185662286073645,3.16539058688183,0.00154874896903232,0.0405556802398295,5.73117826475205,5.12605419566028
"CD74",348.516051489253,1.23240443929051,0.193647765636373,6.36415522399931,1.96367477563158e-10,5.97229430668477e-08,7.82351318680439,7.34985711877761
"CCDC69",403.791036198357,-0.704779893109994,0.154849501134586,-4.55138626825436,5.32936035374424e-06,0.000466939113761076,25.835787733168,24.0095332546735
"HAVCR1",955.728612474292,-0.865350522198457,0.107042302687998,-8.08419195465872,6.25777039271285e-16,5.81179995605885e-13,63.0884464540563,63.3595375213598
"CYFIP2",1459.41332779851,0.632031383199769,0.145362012467924,4.34798179021658,1.37396008696763e-05,0.000978834008465648,44.7122875734228,45.7575720112616
"LINC02159",15.5339260685701,2.20308215885812,0.713175878759691,3.08911479548295,0.00200753852586701,0.049237709865939,0.136456625351239,0.226149449808542
"AC034213.1",36.2578656303145,1.49072086776474,0.417303704216362,3.57226847665803,0.000353902319458443,0.0136571003112897,0.955196377458675,0.414607324648993
"MGAT1",1160.33081601995,0.606110120221039,0.171789784174322,3.52820817101671,0.000418382989825933,0.0154544790119723,35.7971213838085,37.2015844935051
"ECI2",705.599362227645,-0.639561048389396,0.125756382213035,-5.08571443559789,3.66244764693164e-07,4.90591905475046e-05,40.7095598964531,43.6845353880167
"PHACTR1",43.0146765922905,-1.53951623508437,0.369094001133977,-4.17106815703988,3.03175158269269e-05,0.00189396104477542,2.86558913237603,4.52298899617084
"MYLIP",293.982717933368,-0.670664340905718,0.165380268842407,-4.05528631438374,5.0072930314079e-05,0.00289446469794786,17.7848468374449,17.9034981098429
"TRIM38",137.686803037448,1.10262867081878,0.292207692328044,3.77344162993807,0.000161010903067754,0.00714344869629578,3.27495900842974,3.20378387228768
"HIST1H4H",36.456554434082,1.3992853156209,0.42176087904387,3.31772192526028,0.000907547872273942,0.027786921777249,1.00068191924242,0.452298899617084
"ZNF391",127.110905964313,-0.650549771029362,0.202489076338591,-3.21276477127857,0.00131463912161628,0.0361227566138785,6.82283126756197,8.44291279285223
"ZFP57",277.626851899075,-1.91544033690778,0.602527501703273,-3.1790089771721,0.00147779514242216,0.0396669829076745,26.5180708599242,27.6279244516102
